id,pred
2016_1201_1455,0.337121
2016_1201_1355,0.416987
2016_1201_1218,0.376764
2016_1201_1421,0.469057
2016_1201_1332,0.425490
2016_1201_1328,0.469480
2016_1201_1401,0.444174
2016_1201_1400,0.633129
2016_1201_1333,0.668338
2016_1201_1386,0.486022
2016_1201_1433,0.508450
2016_1201_1320,0.587371
2016_1201_1463,0.508193
2016_1201_1423,0.556452
2016_1201_1453,0.632130
2016_1201_1221,0.751802
2016_1201_1380,0.663020
2016_1292_1314,0.422170
2016_1292_1462,0.468192
2016_1292_1452,0.497552
2016_1292_1323,0.646627
2016_1292_1458,0.616528
2016_1292_1425,0.649938
2016_1292_1344,0.638501
2016_1292_1338,0.618995
2016_1292_1409,0.621055
2016_1292_1392,0.532896
2016_1292_1372,0.491938
2016_1292_1451,0.587972
2016_1292_1438,0.331335
2016_1292_1428,0.267111
2016_1292_1345,0.356877
2016_1292_1371,0.406823
2016_1292_1403,0.559934
2016_1292_1393,0.361497
2016_1292_1437,0.278087
2016_1292_1396,0.545866
2016_1292_1435,0.426170
2016_1292_1455,0.334815
2016_1292_1355,0.412238
2016_1292_1421,0.463249
2016_1292_1332,0.418830
2016_1292_1328,0.462923
2016_1292_1401,0.440992
2016_1292_1400,0.629759
2016_1292_1333,0.666137
2016_1292_1386,0.482237
2016_1292_1433,0.503069
2016_1292_1320,0.579958
2016_1292_1463,0.503011
2016_1292_1423,0.552158
2016_1292_1453,0.626131
2016_1292_1380,0.657089
2016_1214_1314,0.395114
2016_1214_1462,0.432869
2016_1214_1452,0.461954
2016_1214_1246,0.437039
2016_1214_1231,0.442161
2016_1214_1323,0.578643
2016_1214_1458,0.546564
2016_1214_1425,0.581745
2016_1214_1344,0.574119
2016_1214_1338,0.552078
2016_1214_1276,0.600170
2016_1214_1409,0.551949
2016_1214_1392,0.485506
2016_1214_1372,0.456086
2016_1214_1451,0.524180
2016_1214_1438,0.125810
2016_1214_1277,0.277261
2016_1214_1428,0.385097
2016_1214_1235,0.392707
2016_1214_1345,0.324905
2016_1214_1371,0.357041
2016_1214_1403,0.485492
2016_1214_1393,0.465585
2016_1214_1233,0.389972
2016_1214_1292,0.429973
2016_1214_1242,0.234251
2016_1214_1437,0.254665
2016_1214_1274,0.330976
2016_1214_1268,0.371506
2016_1214_1234,0.343263
2016_1214_1396,0.475226
2016_1214_1435,0.368713
2016_1214_1455,0.302556
2016_1214_1355,0.351424
2016_1214_1218,0.322439
2016_1214_1421,0.395917
2016_1214_1332,0.384138
2016_1214_1328,0.423438
2016_1214_1401,0.403159
2016_1214_1400,0.557475
2016_1214_1333,0.592851
2016_1214_1386,0.432901
2016_1214_1433,0.452119
2016_1214_1320,0.511997
2016_1214_1463,0.454266
2016_1214_1423,0.485692
2016_1214_1453,0.548919
2016_1214_1221,0.710593
2016_1214_1380,0.589559
2016_1242_1314,0.350966
2016_1242_1462,0.423317
2016_1242_1452,0.441584
2016_1242_1246,0.419880
2016_1242_1323,0.549407
2016_1242_1458,0.534905
2016_1242_1425,0.550232
2016_1242_1344,0.549070
2016_1242_1338,0.534046
2016_1242_1276,0.557319
2016_1242_1409,0.536593
2016_1242_1392,0.489293
2016_1242_1372,0.410329
2016_1242_1451,0.528535
2016_1242_1438,0.602193
2016_1242_1277,0.521284
2016_1242_1428,0.708321
2016_1242_1345,0.625108
2016_1242_1371,0.689848
2016_1242_1403,0.761093
2016_1242_1393,0.753572
2016_1242_1292,0.740560
2016_1242_1437,0.518711
2016_1242_1274,0.695864
2016_1242_1268,0.797039
2016_1242_1396,0.918315
2016_1242_1435,0.629279
2016_1242_1455,0.529765
2016_1242_1355,0.859633
2016_1242_1421,0.712544
2016_1242_1332,0.628631
2016_1242_1328,0.664937
2016_1242_1401,0.651809
2016_1242_1400,0.771723
2016_1242_1333,0.783770
2016_1242_1386,0.692665
2016_1242_1433,0.703230
2016_1242_1320,0.751263
2016_1242_1463,0.705855
2016_1242_1423,0.738633
2016_1242_1453,0.768133
2016_1242_1380,0.774601
2016_1437_1462,0.398221
2016_1437_1452,0.422935
2016_1437_1458,0.513985
2016_1437_1451,0.506804
2016_1437_1438,0.579350
2016_1437_1455,0.749820
2016_1437_1463,0.686923
2016_1437_1453,0.742531
2016_1274_1314,0.193037
2016_1274_1462,0.259092
2016_1274_1452,0.282433
2016_1274_1323,0.457737
2016_1274_1458,0.420757
2016_1274_1425,0.459593
2016_1274_1344,0.447461
2016_1274_1338,0.435939
2016_1274_1276,0.471393
2016_1274_1409,0.433093
2016_1274_1392,0.342704
2016_1274_1372,0.289776
2016_1274_1451,0.397936
2016_1274_1438,0.439563
2016_1274_1277,0.391279
2016_1274_1428,0.566806
2016_1274_1345,0.462330
2016_1274_1371,0.537863
2016_1274_1403,0.685789
2016_1274_1393,0.665099
2016_1274_1292,0.622849
2016_1274_1437,0.358093
2016_1274_1396,0.764727
2016_1274_1435,0.619038
2016_1274_1455,0.511959
2016_1274_1355,0.542778
2016_1274_1421,0.764965
2016_1274_1332,0.464995
2016_1274_1328,0.505743
2016_1274_1401,0.484702
2016_1274_1400,0.682265
2016_1274_1333,0.708993
2016_1274_1386,0.535171
2016_1274_1433,0.552735
2016_1274_1320,0.629827
2016_1274_1463,0.562492
2016_1274_1423,0.606268
2016_1274_1453,0.664296
2016_1274_1380,0.683597
2016_1143_1314,0.188573
2016_1143_1462,0.256283
2016_1143_1452,0.282310
2016_1143_1246,0.257233
2016_1143_1231,0.258616
2016_1143_1323,0.450984
2016_1143_1458,0.422341
2016_1143_1425,0.452783
2016_1143_1344,0.444755
2016_1143_1338,0.426536
2016_1143_1276,0.463025
2016_1143_1409,0.430259
2016_1143_1151,0.370911
2016_1143_1392,0.333687
2016_1143_1372,0.274638
2016_1143_1451,0.394658
2016_1143_1192,0.518206
2016_1143_1195,0.474465
2016_1143_1438,0.431198
2016_1143_1277,0.381144
2016_1143_1428,0.567787
2016_1143_1235,0.577735
2016_1143_1345,0.459052
2016_1143_1371,0.531369
2016_1143_1173,0.583302
2016_1143_1403,0.680905
2016_1143_1393,0.659625
2016_1143_1211,0.475578
2016_1143_1233,0.579995
2016_1143_1201,0.621113
2016_1143_1292,0.625363
2016_1143_1214,0.675465
2016_1143_1242,0.279438
2016_1143_1437,0.424430
2016_1143_1274,0.497671
2016_1143_1268,0.523585
2016_1143_1234,0.522688
2016_1143_1160,0.556986
2016_1143_1163,0.675095
2016_1143_1396,0.663516
2016_1143_1435,0.557155
2016_1143_1455,0.438635
2016_1143_1355,0.622923
2016_1143_1218,0.601951
2016_1143_1421,0.588925
2016_1143_1332,0.457845
2016_1143_1328,0.507934
2016_1143_1401,0.479930
2016_1143_1181,0.567583
2016_1143_1400,0.680725
2016_1143_1333,0.707470
2016_1143_1386,0.533353
2016_1143_1153,0.554942
2016_1143_1433,0.551079
2016_1143_1320,0.634163
2016_1143_1463,0.553254
2016_1143_1423,0.607946
2016_1143_1453,0.666127
2016_1143_1167,0.574475
2016_1143_1221,0.752663
2016_1143_1380,0.689049
2016_1268_1314,0.158893
2016_1268_1462,0.216204
2016_1268_1452,0.234465
2016_1268_1323,0.414579
2016_1268_1458,0.374403
2016_1268_1425,0.417778
2016_1268_1344,0.403995
2016_1268_1338,0.390011
2016_1268_1276,0.436289
2016_1268_1409,0.383575
2016_1268_1392,0.296957
2016_1268_1372,0.249021
2016_1268_1451,0.353097
2016_1268_1438,0.396521
2016_1268_1277,0.349350
2016_1268_1428,0.522272
2016_1268_1345,0.418976
2016_1268_1371,0.491340
2016_1268_1403,0.644202
2016_1268_1393,0.622840
2016_1268_1292,0.579042
2016_1268_1437,0.507426
2016_1268_1274,0.277788
2016_1268_1396,0.617889
2016_1268_1435,0.506000
2016_1268_1455,0.404728
2016_1268_1355,0.530487
2016_1268_1421,0.546072
2016_1268_1332,0.427123
2016_1268_1328,0.461426
2016_1268_1401,0.440401
2016_1268_1400,0.638501
2016_1268_1333,0.668886
2016_1268_1386,0.488670
2016_1268_1433,0.507537
2016_1268_1320,0.588371
2016_1268_1463,0.522598
2016_1268_1423,0.559814
2016_1268_1453,0.617479
2016_1268_1380,0.638181
2016_1112_1314,0.232235
2016_1112_1462,0.309575
2016_1112_1452,0.332682
2016_1112_1246,0.309386
2016_1112_1231,0.307255
2016_1112_1323,0.489337
2016_1112_1458,0.454876
2016_1112_1425,0.489462
2016_1112_1344,0.482832
2016_1112_1338,0.464075
2016_1112_1276,0.504794
2016_1112_1409,0.462978
2016_1112_1151,0.417833
2016_1112_1392,0.391043
2016_1112_1372,0.326457
2016_1112_1451,0.439910
2016_1112_1192,0.526145
2016_1112_1195,0.494778
2016_1112_1438,0.485730
2016_1112_1277,0.412758
2016_1112_1428,0.616977
2016_1112_1235,0.626531
2016_1112_1345,0.513396
2016_1112_1371,0.586483
2016_1112_1173,0.633799
2016_1112_1403,0.702328
2016_1112_1139,0.648744
2016_1112_1393,0.692378
2016_1112_1211,0.528034
2016_1112_1114,0.580622
2016_1112_1233,0.628580
2016_1112_1201,0.656655
2016_1112_1292,0.659078
2016_1112_1214,0.694033
2016_1112_1242,0.215927
2016_1112_1437,0.267224
2016_1112_1274,0.481405
2016_1112_1143,0.553934
2016_1112_1268,0.421132
2016_1112_1234,0.396270
2016_1112_1160,0.649608
2016_1112_1163,0.553979
2016_1112_1396,0.862238
2016_1112_1435,0.642187
2016_1112_1455,0.526906
2016_1112_1355,0.587823
2016_1112_1218,0.546719
2016_1112_1138,0.870508
2016_1112_1421,0.629576
2016_1112_1122,0.708913
2016_1112_1332,0.512679
2016_1112_1328,0.560359
2016_1112_1401,0.536499
2016_1112_1181,0.616770
2016_1112_1124,0.689447
2016_1112_1400,0.708497
2016_1112_1333,0.723639
2016_1112_1386,0.586819
2016_1112_1153,0.607988
2016_1112_1433,0.607652
2016_1112_1320,0.666997
2016_1112_1463,0.608128
2016_1112_1423,0.652621
2016_1112_1453,0.691719
2016_1112_1167,0.622249
2016_1112_1221,0.748375
2016_1112_1380,0.704757
2016_1234_1314,0.175777
2016_1234_1462,0.234929
2016_1234_1452,0.258737
2016_1234_1246,0.248691
2016_1234_1323,0.435717
2016_1234_1458,0.398265
2016_1234_1425,0.439143
2016_1234_1344,0.424471
2016_1234_1338,0.412690
2016_1234_1276,0.453496
2016_1234_1409,0.408543
2016_1234_1392,0.321071
2016_1234_1372,0.274640
2016_1234_1451,0.379149
2016_1234_1438,0.418922
2016_1234_1277,0.375762
2016_1234_1428,0.545626
2016_1234_1235,0.557992
2016_1234_1345,0.440943
2016_1234_1371,0.513877
2016_1234_1403,0.666945
2016_1234_1393,0.645229
2016_1234_1292,0.604450
2016_1234_1242,0.249435
2016_1234_1437,0.294342
2016_1234_1274,0.472517
2016_1234_1268,0.521144
2016_1234_1396,0.684452
2016_1234_1435,0.354103
2016_1234_1455,0.256121
2016_1234_1355,0.519969
2016_1234_1421,0.572652
2016_1234_1332,0.445463
2016_1234_1328,0.480352
2016_1234_1401,0.463368
2016_1234_1400,0.661204
2016_1234_1333,0.692389
2016_1234_1386,0.512512
2016_1234_1433,0.531026
2016_1234_1320,0.609113
2016_1234_1463,0.544100
2016_1234_1423,0.580879
2016_1234_1453,0.643024
2016_1234_1380,0.664417
2016_1160_1314,0.118426
2016_1160_1462,0.156166
2016_1160_1452,0.180132
2016_1160_1246,0.175129
2016_1160_1231,0.161592
2016_1160_1323,0.339170
2016_1160_1458,0.298248
2016_1160_1425,0.344505
2016_1160_1344,0.324534
2016_1160_1338,0.312798
2016_1160_1276,0.358601
2016_1160_1409,0.308217
2016_1160_1392,0.232883
2016_1160_1372,0.199980
2016_1160_1451,0.282229
2016_1160_1192,0.433350
2016_1160_1195,0.372526
2016_1160_1438,0.347751
2016_1160_1277,0.325116
2016_1160_1428,0.447778
2016_1160_1235,0.455586
2016_1160_1345,0.368573
2016_1160_1371,0.420908
2016_1160_1173,0.462202
2016_1160_1403,0.576522
2016_1160_1393,0.547569
2016_1160_1211,0.389910
2016_1160_1233,0.473635
2016_1160_1201,0.505481
2016_1160_1292,0.509025
2016_1160_1214,0.581362
2016_1160_1242,0.151911
2016_1160_1437,0.388407
2016_1160_1274,0.203506
2016_1160_1268,0.599318
2016_1160_1234,0.226719
2016_1160_1163,0.417130
2016_1160_1396,0.549816
2016_1160_1435,0.607736
2016_1160_1455,0.536491
2016_1160_1355,0.425422
2016_1160_1218,0.387508
2016_1160_1421,0.474672
2016_1160_1332,0.368101
2016_1160_1328,0.390959
2016_1160_1401,0.383801
2016_1160_1181,0.448147
2016_1160_1400,0.564061
2016_1160_1333,0.605631
2016_1160_1386,0.423335
2016_1160_1433,0.437438
2016_1160_1320,0.517553
2016_1160_1463,0.453401
2016_1160_1423,0.484363
2016_1160_1453,0.556245
2016_1160_1167,0.469270
2016_1160_1221,0.691938
2016_1160_1380,0.588539
2016_1163_1314,0.187183
2016_1163_1462,0.256884
2016_1163_1452,0.280531
2016_1163_1246,0.253008
2016_1163_1231,0.255206
2016_1163_1323,0.445546
2016_1163_1458,0.413943
2016_1163_1425,0.446396
2016_1163_1344,0.440518
2016_1163_1338,0.421197
2016_1163_1276,0.465617
2016_1163_1409,0.420331
2016_1163_1392,0.337211
2016_1163_1372,0.274700
2016_1163_1451,0.392571
2016_1163_1192,0.498528
2016_1163_1195,0.460068
2016_1163_1438,0.430603
2016_1163_1277,0.370807
2016_1163_1428,0.568153
2016_1163_1235,0.574893
2016_1163_1345,0.457720
2016_1163_1371,0.532180
2016_1163_1173,0.582424
2016_1163_1403,0.668259
2016_1163_1393,0.652296
2016_1163_1211,0.475763
2016_1163_1233,0.579459
2016_1163_1201,0.612541
2016_1163_1292,0.619712
2016_1163_1214,0.661024
2016_1163_1242,0.214318
2016_1163_1437,0.536117
2016_1163_1274,0.497619
2016_1163_1268,0.368114
2016_1163_1234,0.521763
2016_1163_1396,0.654308
2016_1163_1435,0.552179
2016_1163_1455,0.432405
2016_1163_1355,0.536958
2016_1163_1218,0.666176
2016_1163_1421,0.584976
2016_1163_1332,0.457722
2016_1163_1328,0.506207
2016_1163_1401,0.480787
2016_1163_1181,0.562379
2016_1163_1400,0.670077
2016_1163_1333,0.690775
2016_1163_1386,0.531299
2016_1163_1433,0.551103
2016_1163_1320,0.625968
2016_1163_1463,0.556250
2016_1163_1423,0.604296
2016_1163_1453,0.653893
2016_1163_1167,0.572639
2016_1163_1221,0.729110
2016_1163_1380,0.673973
2016_1396_1462,0.120707
2016_1396_1452,0.143865
2016_1396_1458,0.248841
2016_1396_1425,0.291849
2016_1396_1409,0.258615
2016_1396_1451,0.223657
2016_1396_1438,0.310799
2016_1396_1428,0.400508
2016_1396_1403,0.523457
2016_1396_1437,0.226569
2016_1396_1435,0.208060
2016_1396_1455,0.141591
2016_1396_1421,0.593828
2016_1396_1401,0.342439
2016_1396_1400,0.514612
2016_1396_1433,0.389285
2016_1396_1463,0.399663
2016_1396_1423,0.433229
2016_1396_1453,0.502551
2016_1435_1462,0.207477
2016_1435_1452,0.231151
2016_1435_1458,0.371822
2016_1435_1451,0.345699
2016_1435_1438,0.386218
2016_1435_1437,0.151283
2016_1435_1455,0.395008
2016_1435_1463,0.505187
2016_1435_1453,0.618556
2016_1455_1462,0.323314
2016_1455_1458,0.454025
2016_1455_1463,0.624978
2016_1355_1462,0.219956
2016_1355_1452,0.245065
2016_1355_1458,0.381848
2016_1355_1425,0.417071
2016_1355_1409,0.388366
2016_1355_1392,0.293784
2016_1355_1372,0.241671
2016_1355_1451,0.359009
2016_1355_1438,0.398876
2016_1355_1428,0.526176
2016_1355_1371,0.493679
2016_1355_1403,0.641594
2016_1355_1393,0.623948
2016_1355_1437,0.338149
2016_1355_1396,0.629459
2016_1355_1435,0.513096
2016_1355_1455,0.400280
2016_1355_1421,0.551783
2016_1355_1401,0.445125
2016_1355_1400,0.642176
2016_1355_1386,0.491749
2016_1355_1433,0.512676
2016_1355_1463,0.515682
2016_1355_1423,0.566587
2016_1355_1453,0.633576
2016_1355_1380,0.659172
2016_1218_1314,0.192564
2016_1218_1462,0.261837
2016_1218_1452,0.286938
2016_1218_1246,0.258015
2016_1218_1231,0.261812
2016_1218_1323,0.448351
2016_1218_1458,0.421021
2016_1218_1425,0.450834
2016_1218_1344,0.445852
2016_1218_1338,0.422710
2016_1218_1276,0.468963
2016_1218_1409,0.427965
2016_1218_1392,0.342799
2016_1218_1372,0.274010
2016_1218_1451,0.402237
2016_1218_1438,0.440238
2016_1218_1277,0.374691
2016_1218_1428,0.574354
2016_1218_1235,0.577241
2016_1218_1345,0.464756
2016_1218_1371,0.539958
2016_1218_1403,0.673270
2016_1218_1393,0.658532
2016_1218_1233,0.584736
2016_1218_1292,0.627490
2016_1218_1242,0.170253
2016_1218_1437,0.369771
2016_1218_1274,0.500924
2016_1218_1268,0.459821
2016_1218_1234,0.522442
2016_1218_1396,0.661121
2016_1218_1435,0.558086
2016_1218_1455,0.437480
2016_1218_1355,0.487561
2016_1218_1421,0.595948
2016_1218_1332,0.464062
2016_1218_1328,0.507018
2016_1218_1401,0.485842
2016_1218_1400,0.674513
2016_1218_1333,0.700100
2016_1218_1386,0.539857
2016_1218_1433,0.557081
2016_1218_1320,0.637019
2016_1218_1463,0.561601
2016_1218_1423,0.610405
2016_1218_1453,0.662574
2016_1218_1221,0.738781
2016_1218_1380,0.685118
2016_1138_1314,0.079348
2016_1138_1462,0.114353
2016_1138_1452,0.135693
2016_1138_1246,0.119329
2016_1138_1231,0.121038
2016_1138_1323,0.266546
2016_1138_1458,0.232860
2016_1138_1425,0.271003
2016_1138_1344,0.256075
2016_1138_1338,0.243385
2016_1138_1276,0.291439
2016_1138_1409,0.241123
2016_1138_1151,0.184375
2016_1138_1392,0.165680
2016_1138_1372,0.143214
2016_1138_1451,0.206015
2016_1138_1192,0.377014
2016_1138_1195,0.300741
2016_1138_1438,0.305312
2016_1138_1277,0.286252
2016_1138_1428,0.384168
2016_1138_1235,0.396885
2016_1138_1345,0.324766
2016_1138_1371,0.359701
2016_1138_1173,0.404596
2016_1138_1403,0.500958
2016_1138_1139,0.418114
2016_1138_1393,0.474447
2016_1138_1211,0.333795
2016_1138_1233,0.398137
2016_1138_1201,0.430269
2016_1138_1292,0.433689
2016_1138_1214,0.507938
2016_1138_1242,0.247778
2016_1138_1437,0.262320
2016_1138_1274,0.204514
2016_1138_1143,0.325984
2016_1138_1268,0.371482
2016_1138_1234,0.349882
2016_1138_1160,0.429992
2016_1138_1163,0.334787
2016_1138_1396,0.481618
2016_1138_1435,0.193877
2016_1138_1455,0.132067
2016_1138_1355,0.353399
2016_1138_1218,0.326381
2016_1138_1421,0.398344
2016_1138_1332,0.317493
2016_1138_1328,0.354437
2016_1138_1401,0.335506
2016_1138_1181,0.395777
2016_1138_1400,0.494198
2016_1138_1333,0.531683
2016_1138_1386,0.364751
2016_1138_1153,0.384768
2016_1138_1433,0.380719
2016_1138_1320,0.443806
2016_1138_1463,0.384814
2016_1138_1423,0.414296
2016_1138_1453,0.485163
2016_1138_1167,0.393749
2016_1138_1221,0.645520
2016_1138_1380,0.521762
2016_1421_1462,0.178440
2016_1421_1452,0.202360
2016_1421_1458,0.330685
2016_1421_1425,0.363220
2016_1421_1451,0.305347
2016_1421_1438,0.362237
2016_1421_1428,0.475811
2016_1421_1437,0.150906
2016_1421_1435,0.460224
2016_1421_1455,0.360845
2016_1421_1433,0.462319
2016_1421_1463,0.465453
2016_1421_1423,0.514549
2016_1421_1453,0.584904
2016_1122_1314,0.071845
2016_1122_1462,0.095655
2016_1122_1452,0.122308
2016_1122_1246,0.111780
2016_1122_1231,0.106088
2016_1122_1323,0.221429
2016_1122_1458,0.179080
2016_1122_1425,0.226809
2016_1122_1344,0.210638
2016_1122_1338,0.200135
2016_1122_1276,0.243840
2016_1122_1409,0.190903
2016_1122_1151,0.151459
2016_1122_1392,0.143295
2016_1122_1372,0.133055
2016_1122_1451,0.160479
2016_1122_1192,0.310445
2016_1122_1195,0.232763
2016_1122_1438,0.290451
2016_1122_1277,0.283379
2016_1122_1428,0.354224
2016_1122_1235,0.362321
2016_1122_1345,0.309298
2016_1122_1371,0.331546
2016_1122_1173,0.366213
2016_1122_1403,0.440720
2016_1122_1139,0.388144
2016_1122_1393,0.423719
2016_1122_1211,0.319241
2016_1122_1233,0.366148
2016_1122_1201,0.378324
2016_1122_1292,0.379777
2016_1122_1214,0.440107
2016_1122_1242,0.062190
2016_1122_1437,0.256778
2016_1122_1274,0.303642
2016_1122_1143,0.293410
2016_1122_1268,0.344468
2016_1122_1234,0.319576
2016_1122_1160,0.380405
2016_1122_1163,0.313738
2016_1122_1396,0.418432
2016_1122_1435,0.334928
2016_1122_1455,0.298180
2016_1122_1355,0.319923
2016_1122_1218,0.304973
2016_1122_1138,0.433903
2016_1122_1421,0.353941
2016_1122_1332,0.301387
2016_1122_1328,0.328119
2016_1122_1401,0.317304
2016_1122_1181,0.369712
2016_1122_1124,0.419948
2016_1122_1400,0.442571
2016_1122_1333,0.470244
2016_1122_1386,0.337686
2016_1122_1153,0.362335
2016_1122_1433,0.357346
2016_1122_1320,0.390714
2016_1122_1463,0.362027
2016_1122_1423,0.377736
2016_1122_1453,0.423604
2016_1122_1167,0.361935
2016_1122_1221,0.597858
2016_1122_1380,0.449341
2016_1332_1462,0.336601
2016_1332_1452,0.360718
2016_1332_1458,0.485346
2016_1332_1425,0.506911
2016_1332_1344,0.503552
2016_1332_1338,0.482494
2016_1332_1409,0.488875
2016_1332_1392,0.417209
2016_1332_1372,0.339038
2016_1332_1451,0.471902
2016_1332_1438,0.402754
2016_1332_1428,0.533496
2016_1332_1345,0.429444
2016_1332_1371,0.505387
2016_1332_1403,0.613973
2016_1332_1393,0.597403
2016_1332_1437,0.401083
2016_1332_1396,0.671336
2016_1332_1435,0.586978
2016_1332_1455,0.467624
2016_1332_1355,0.581171
2016_1332_1421,0.619517
2016_1332_1401,0.578431
2016_1332_1400,0.866536
2016_1332_1333,0.797059
2016_1332_1386,0.705277
2016_1332_1433,0.764955
2016_1332_1463,0.770654
2016_1332_1423,0.813997
2016_1332_1453,0.684942
2016_1332_1380,0.874611
2016_1328_1462,0.287828
2016_1328_1452,0.313386
2016_1328_1458,0.449156
2016_1328_1425,0.485272
2016_1328_1344,0.475499
2016_1328_1338,0.460692
2016_1328_1409,0.457409
2016_1328_1392,0.372146
2016_1328_1372,0.319167
2016_1328_1451,0.425189
2016_1328_1438,0.355887
2016_1328_1428,0.486614
2016_1328_1345,0.381032
2016_1328_1371,0.457001
2016_1328_1403,0.591483
2016_1328_1393,0.577881
2016_1328_1437,0.359762
2016_1328_1396,0.640387
2016_1328_1435,0.543429
2016_1328_1455,0.436513
2016_1328_1355,0.531405
2016_1328_1421,0.575954
2016_1328_1332,0.464291
2016_1328_1401,0.492155
2016_1328_1400,0.805860
2016_1328_1333,0.750837
2016_1328_1386,0.441636
2016_1328_1433,0.582464
2016_1328_1463,0.551335
2016_1328_1423,0.596128
2016_1328_1453,0.645388
2016_1328_1380,0.660272
2016_1401_1462,0.313692
2016_1401_1452,0.340454
2016_1401_1458,0.469322
2016_1401_1425,0.495162
2016_1401_1409,0.471924
2016_1401_1451,0.445726
2016_1401_1438,0.375216
2016_1401_1428,0.510918
2016_1401_1403,0.602049
2016_1401_1437,0.373807
2016_1401_1435,0.568937
2016_1401_1455,0.447189
2016_1401_1421,0.598082
2016_1401_1433,0.674317
2016_1401_1463,0.570923
2016_1401_1423,0.619705
2016_1401_1453,0.792537
2016_1181_1314,0.172353
2016_1181_1462,0.232664
2016_1181_1452,0.256687
2016_1181_1246,0.244286
2016_1181_1231,0.232179
2016_1181_1323,0.437765
2016_1181_1458,0.389654
2016_1181_1425,0.437688
2016_1181_1344,0.421167
2016_1181_1338,0.408702
2016_1181_1276,0.453583
2016_1181_1409,0.400500
2016_1181_1392,0.321538
2016_1181_1372,0.270769
2016_1181_1451,0.373117
2016_1181_1192,0.484551
2016_1181_1195,0.440240
2016_1181_1438,0.301963
2016_1181_1277,0.253787
2016_1181_1428,0.429664
2016_1181_1235,0.444419
2016_1181_1345,0.326450
2016_1181_1371,0.399072
2016_1181_1403,0.548392
2016_1181_1393,0.525898
2016_1181_1211,0.349319
2016_1181_1233,0.455525
2016_1181_1201,0.481403
2016_1181_1292,0.482442
2016_1181_1214,0.536293
2016_1181_1242,0.297601
2016_1181_1437,0.308703
2016_1181_1274,0.430836
2016_1181_1268,0.478228
2016_1181_1234,0.454905
2016_1181_1396,0.590705
2016_1181_1435,0.486072
2016_1181_1455,0.386569
2016_1181_1355,0.473988
2016_1181_1218,0.434679
2016_1181_1421,0.527962
2016_1181_1332,0.339502
2016_1181_1328,0.496331
2016_1181_1401,0.418470
2016_1181_1400,0.615787
2016_1181_1333,0.642520
2016_1181_1386,0.412850
2016_1181_1433,0.485523
2016_1181_1320,0.563775
2016_1181_1463,0.584895
2016_1181_1423,0.647124
2016_1181_1453,0.597483
2016_1181_1221,0.682571
2016_1181_1380,0.613620
2016_1124_1314,0.118105
2016_1124_1462,0.161640
2016_1124_1452,0.182566
2016_1124_1246,0.174868
2016_1124_1231,0.161401
2016_1124_1323,0.350487
2016_1124_1458,0.313016
2016_1124_1425,0.356063
2016_1124_1344,0.336971
2016_1124_1338,0.324866
2016_1124_1276,0.374843
2016_1124_1409,0.320017
2016_1124_1151,0.261782
2016_1124_1392,0.235680
2016_1124_1372,0.197560
2016_1124_1451,0.289286
2016_1124_1192,0.434405
2016_1124_1195,0.376406
2016_1124_1438,0.234835
2016_1124_1277,0.206223
2016_1124_1428,0.343869
2016_1124_1235,0.352979
2016_1124_1345,0.253240
2016_1124_1371,0.315700
2016_1124_1173,0.357878
2016_1124_1403,0.474400
2016_1124_1139,0.378947
2016_1124_1393,0.447034
2016_1124_1211,0.274645
2016_1124_1233,0.368935
2016_1124_1201,0.402067
2016_1124_1292,0.407250
2016_1124_1214,0.472057
2016_1124_1242,0.243311
2016_1124_1437,0.255287
2016_1124_1274,0.348335
2016_1124_1143,0.352182
2016_1124_1268,0.392419
2016_1124_1234,0.372815
2016_1124_1160,0.471102
2016_1124_1163,0.356620
2016_1124_1396,0.520263
2016_1124_1435,0.401853
2016_1124_1455,0.316892
2016_1124_1355,0.389741
2016_1124_1218,0.352031
2016_1124_1138,0.539464
2016_1124_1421,0.443893
2016_1124_1332,0.215921
2016_1124_1328,0.537835
2016_1124_1401,0.169369
2016_1124_1181,0.434382
2016_1124_1400,0.714128
2016_1124_1333,0.576483
2016_1124_1386,0.211855
2016_1124_1153,0.578262
2016_1124_1433,0.402004
2016_1124_1320,0.486863
2016_1124_1463,0.450904
2016_1124_1423,0.541184
2016_1124_1453,0.525399
2016_1124_1167,0.432875
2016_1124_1221,0.646181
2016_1124_1380,0.552153
2016_1400_1462,0.139077
2016_1400_1452,0.159756
2016_1400_1458,0.271584
2016_1400_1425,0.317924
2016_1400_1409,0.281872
2016_1400_1451,0.255664
2016_1400_1438,0.217711
2016_1400_1428,0.311885
2016_1400_1403,0.439719
2016_1400_1437,0.243477
2016_1400_1435,0.366690
2016_1400_1455,0.298607
2016_1400_1421,0.407592
2016_1400_1401,0.249188
2016_1400_1433,0.548045
2016_1400_1463,0.388488
2016_1400_1423,0.419433
2016_1400_1453,0.665469
2016_1333_1462,0.118112
2016_1333_1452,0.143154
2016_1333_1458,0.235719
2016_1333_1425,0.277484
2016_1333_1344,0.261226
2016_1333_1338,0.248858
2016_1333_1409,0.241401
2016_1333_1392,0.181654
2016_1333_1372,0.166286
2016_1333_1451,0.221782
2016_1333_1438,0.203629
2016_1333_1428,0.286978
2016_1333_1345,0.221860
2016_1333_1371,0.257464
2016_1333_1403,0.396229
2016_1333_1393,0.367603
2016_1333_1437,0.233346
2016_1333_1396,0.444294
